lon,lat,park_name,type,phone,emenities,state,city
-110.748,46.544,Grasshopper,NF,406.547.3361/406.791.7701,NH ND 50ft VT DW NS NR ,MT,White Sulphur Springs
-113.81,48.127,Graves Bay,NF,406.387.3800/406.758.5200,22ft VT NW NR ,MT,Bigfork
-111.181,45.38,Greek Creek,NF,406.522.2520/406.587.6701,NH ND 60ft VT DW NS RS PA ,MT,Big Sky
-109.413,45.056,Greenough Lake,NF,406.446.2103/406.657.6200,NH ND 30ft VT DW NS RS PA L$ ,MT,Red Lodge
-113.66,46.574,Grizzly,NF,406.329.3814/406.329.3750,NH ND 26ft VT DW NS NR ,MT,Clinton
-110.238,46.041,Halfmoon,NF,406.932.5155/406.587.6701,32ft NW NR ,MT,Big Timber
-113.824,48.142,Handkerchief Lake,NF,406.387.3800/406.758.5200,NH ND 22ft VT NW NS NR ,MT,Hungry Horse
-113.751,46.537,Harrys Flat,NF,406.329.3814/406.329.3750,NH ND 30ft VT DW NS NR ,MT,Clinton
-110.3,46.799,Hay Canyon,NF,406.566.2292/406.791.7701,NH ND NW NS NR ,MT,Utica
-106.887,47.617,Hell Creek State Park,SP,406.232.0900,E DP 50ft FT DW SH RS ,MT,Jordan
-110.214,45.362,Hells Canyon,NF,406.932.5155/406.587.6701,NH ND 20ft VT NW NS NR N$ ,MT,Big Timber
-110.239,45.298,Hicks Park,NF,406.932.5155/406.587.6701,NH ND 32ft VT DW NS NR ,MT,Big Timber
-111.561,44.796,Hilltop,NF,406.682.4253/406.683.3900,NH ND 22ft VT DW NS NR ,MT,West Yellowstone
-105.974,45.638,Holiday Spring,NF,406.784.2344/406.657.6200,NH ND NS NR ,MT,Ashland
-113.617,47.446,Holland Lake,NF,406.837.7500/406.758.5200,NH DP 50ft VT DW NS RS ,MT,Seeley Lake
-111.988,46.993,Holter Lake State Rec Area,SP,406.235.4314,NH ND NS NR ,MT,Wolf Creek
-112.725,47.616,Home Gulch,NF,406.466.5341/406.791.7701,NH ND 45ft VT DW NS NR ,MT,Augusta
-110.968,45.485,Hood Creek,NF,406.522.2520/406.587.6701,NH ND 50ft VT DW NS RS PA ,MT,Bozeman
-108.266,44.962,Horseshoe Bend - Bighorn Canyon National Rec Area,NP,406.666.2412,WE DP FT DW NR ,MT,
-115.531,48.101,Howard Lake,NF,406.293.7773/406.293.6211,NH ND 20ft VT DW NS NR ,MT,Libby
-110.982,45.489,Hyalite Below Dam Camping,NF,406.522.2520/406.587.6701,NR ,MT,Bozeman
-114.763,45.789,Indian Creek,NF,208.842.2255,NH ND VT NS NR ,MT,Darby
-110.285,46.815,Indian Hill,NF,406.566.2292/406.791.7701,NH ND NW NS NR ,MT,Utica
-113.953,45.756,Indian Trees,NF,406.821.3201/406.363.7121,NH ND NS RS L$ ,MT,Sula
-109.954,45.404,Initial Creek,NF,406.446.2103/406.657.6200,NH ND NS NR N$ ,MT,
-110.071,46.673,Jellison Place,NF,406.632.4391/406.791.7701,NH VT NW NR ,MT,Buffalo
-113.82,45.896,Jennings Camp,NF,406.821.3201/406.363.7121,NH ND NS NR ,MT,Sula
-109.601,45.234,Jimmy Joe,NF,406.446.2103/406.657.6200,VT NW NR ,MT,Roscoe
-110.29,46.848,Judith Station,NF,406.566.2292/406.791.7701,NH ND 30ft VT DW NS NR ,MT,Utica
-110.785,46.764,Jumping Creek,NF,406.547.3361/406.791.7701,NH ND 50ft VT DW NS NR ,MT,Neihart
-112.481,46.429,Kading,NF,406.449.5490/406.449.5201,NH ND 25ft VT DW NS NR ,MT,Elliston
-115.159,48.902,Kamloops Terrace,NF,406.296.2536/406.293.6211,NR ,MT,Rexford
-115.889,48.597,Kilbrennan Lake,NF,406.295.4693/406.293.6211,NH ND 32ft VT NW NS NR N$ ,MT,Troy
-110.697,46.842,Kings Hill,NF,406.547.3361/406.791.7701,NH ND 30ft VT DW NS NR L$ ,MT,Neihart
-114.346,48.936,Kintla Lake - Glacier National Park,NP,406.888.7800,NH PT DW NR ,MT,Polebridge
-114.421,47.102,Kreis Pond,NF,406.626.5408/406.329.3750,NH ND VT NW NS NR ,MT,Alberton
-112.405,46.251,Ladysmith,NF,406.287.3223/406.683.3900,NH ND VT NW NS NR ,MT,Butte
-113.582,47.325,Lake Alva,NF,406.677.2233/406.329.3750,NH ND 50ft VT DW NS RS ,MT,Seeley Lake
-114.236,46.069,Lake Como,NF,406.821.3913/406.363.7121,E ND NS NR ,MT,Darby
-115.49,48.039,Lake Creek,NF,406.293.7773/406.293.6211,NH ND VT DW NS NR ,MT,Libby
-113.569,47.295,Lake Inez,NF,406.677.2233/406.329.3750,NH ND NS NR ,MT,Seeley Lake
-114.383,47.927,Lake Mary Ronan State Park,SP,406.849.5082,NH ND 50ft VT DW NS RS ,MT,Dayton
-113.576,47.307,Lakeside  (Old Alva),NF,406.677.2233/406.329.3750,VT NW NR ,MT,Seeley Lake
-113.806,48.219,Lakeview,NF,406.387.3800/406.758.5200,NH ND 22ft VT NW NS NR ,MT,Hungry Horse
-111.015,45.533,Langohr,NF,406.522.2520/406.587.6701,NH ND 30ft VT DW NS RS PA ,MT,Bozeman
-104.177,45.631,Lantis Spring,NF,605.797.4432/406.657.6200,NH ND NS NR N$ ,MT,Ekelaka
-114.536,46.706,Lee Creek,NF,406.329.3814/406.329.3750,NH ND VT DW NS NR ,MT,Lolo
-111.851,45.823,Lewis and Clark Caverns State Park,SP,406.287.3541,NH DP 45ft FT DW SH RS ,MT,Whitehall
-113.908,48.286,Lid Creek,NF,406.387.3800/406.758.5200,NH ND 32ft VT NW NS RS ,MT,Hungry Horse
-109.408,45.059,Limber Pine,NF,406.446.2103/406.657.6200,NH ND 30ft VT DW NS RS PA L$ ,MT,Red Lodge
-113.721,47.407,Lindbergh Lake,NF,406.837.7500/406.758.5200,NH ND 20ft VT NW NS NR ,MT,Bigfork
-113.091,45.556,Little Joe,NF,406.832.3178/406.683.3900,NH ND 28ft VT DW NS NR ,MT,Dillon
-114.889,48.944,Little Therriault Lake,NF,406.882.4451/406.293.6211,NH ND 32ft VT DW NS NR ,MT,Eureka
-113.275,46.213,Lodgepole,NF,406.859.3211/406.683.3900,NH ND 32ft VT DW NS RS ,MT,Philipsburg
-113.071,45.648,Lodgepole,NF,406.832.3178/406.683.3900,NH ND 30ft VT DW NS NR ,MT,Wise River
-115.067,48.033,Logan State Park,SP,406.293.7190,E DP FT DW SH RS ,MT,Kalispell
-111.009,47.101,Logging Creek,NF,406.547.3361/406.791.7701,NH ND 50ft VT DW NS NR L$ ,MT,Monarch
-114.385,46.776,Lolo Creek,NF,406.329.3814/406.329.3750,NH ND 30ft VT DW NS NR ,MT,Lolo
-111.231,44.736,Lonesomehurst,NF,406.832.6961/406.587.6701,E ND 45ft VT DW NS NR ,MT,West Yellowstone
-115.672,48.598,Loon Lake,NF,406.293.7773/406.293.6211,NH ND 20ft VT NW NS NR N$ ,MT,Libby
-113.004,46.21,Lost Creek State Park,SP,406.542.5500,NH ND 40ft VT DW NS NR ,MT,Anaconda
-113.968,48.306,Lost Johnny,NF,406.387.3800/406.758.5200,NH ND 50ft VT DW NS NR L$ ,MT,Hungry Horse
-113.963,48.31,Lost Johnny Point,NF,406.387.3800/406.758.5200,NH ND 40ft VT DW NS NR L$ ,MT,Hungry Horse
-112.506,46.139,Lowland,NF,406.494.2147/406.683.3900,NH ND 22ft VT DW NS NR ,MT,Butte
-109.43,45.038,M - K,NF,406.446.2103/406.657.6200,NH ND 30ft VT NW NS NR N$ ,MT,Red Lodge
-104.433,45.836,Macnab Pond,NF,605.797.4432/406.657.6200,NH ND NS NR ,MT,Ekelaka
-111.575,44.88,Madison River,NF,406.682.4253/406.683.3900,NH ND 30ft VT DW NS NR ,MT,Ennis
-114.758,45.736,Magruder Crossing,NF, ,NH ND 30ft VT NW NS NR ,MT,
-104.71,47.09,Makoshika State Park,SP,406.377.6256,NH 40ft VT DW RS ,MT,Glendive
-113.674,48.798,Many Glacier - Glacier National Park,NP,406.888.7800,NH DP 35ft NS NR ,MT,Babb
-110.691,46.898,Many Pines,NF,406.547.3361/406.791.7701,NH ND 50ft VT DW NS NR L$ ,MT,Neihart
-115.749,47.882,Marten Creek,NF,406.827.3533/406.293.6211,NH ND 32ft VT NW NS NR ,MT,Trout Creek
-113.722,45.932,Martin Creek,NF,406.821.3201/406.363.7121,NH ND NS NR L$ ,MT,Sula
-113.783,45.651,May Creek,NF,406.689.3243/406.683.3900,NH ND 30ft VT DW NS NR ,MT,Wisdom
-115.3,48.489,McGillivray,NF,406.293.7773/406.293.6211,NH ND 32ft VT DW NS NR L$ ,MT,Libby
-114.903,48.033,McGregor Lake,NF,406.293.7773/406.293.6211,NH ND 32ft VT DW NS NR L$ ,MT,Libby
-104.469,46.045,Medicine Rocks State Park,SP,406.234.0900,NH ND 40ft VT DW NS NR ,MT,Baker
-112.068,45.477,Mill Creek,NF,406.682.4253/406.683.3900,NH ND VT DW NS NR N$ ,MT,Sheridan
-112.776,47.859,Mill Falls,NF,406.466.5341/406.791.7701,NH ND VT NW NS NR ,MT,Choteau
-113.579,45.323,Miner Lake,NF,406.689.3243/406.683.3900,NH ND 20ft VT DW NS NR ,MT,Jackson
-115.115,47.06,Missoula Lake,NF,406.822.4233/406.329.3750,NR ,MT,Superior
-111.498,45.924,Missouri Headwaters State Park,SP,406.994.4042,NH ND 25ft FT DW NS RS ,MT,Three Forks
-113.079,45.535,Mono Creek,NF,406.832.3178/406.683.3900,NH ND 18ft VT DW NS NR ,MT,Dillon
-113.145,47.123,Monture Creek,NF, ,NH ND VT NW NS NR ,MT,Ovando
-115.249,47.182,Moore Lake,NF,406.822.4233/406.329.3750,NH ND NS NR ,MT,St. Regis
-112.256,46.526,Moose Creek,NF,406.449.5490/406.449.5201,NH ND 20ft PT DW NS NR ,MT,Helena
-110.875,46.836,Moose Creek,NF,406.547.3361/406.791.7701,NH ND 25ft VT DW NS NR ,MT,White Sulphur Springs
-111.172,45.355,Moose Creek Flat,NF,406.522.2520/406.587.6701,NH ND 50ft VT DW NS RS PA ,MT,Big Sky
-114.391,48.629,Moose Lake,NF, ,NH ND NS NR ,MT,Columbia Falls
-112.362,46.257,Mormon Gulch,NF,406.287.3223/406.683.3900,NH ND 16ft VT NW NS NR ,MT,Butte
-112.77,47.61,Mortimer Gulch,NF,406.466.5341/406.791.7701,NH ND 20ft VT DW NS NR ,MT,Augusta
-113.813,48.268,Murray Bay,NF,406.387.3800/406.758.5200,NH ND 32ft VT NW NS NR ,MT,Hungry Horse
-113.609,45.791,Mussigbrod,NF,406.689.3243/406.683.3900,NH ND 30ft VT DW NS NR ,MT,Wisdom
-114.833,48.719,North Dickey Lake,NF,406.882.4451/406.293.6211,NH ND 50ft VT DW NS RS PA L$ ,MT,Eureka
-115.631,47.861,North Shore,NF,406.827.3533/406.293.6211,NH ND 50ft VT DW NS NR L$ ,MT,Trout Creek
-113.669,46.588,Norton,NF,406.329.3814/406.329.3750,NH ND 24ft VT DW NS NR ,MT,Clinton
-112.609,46.259,Orofino,NF,406.859.3211/406.683.3900,NH ND 22ft VT DW NS NR N$ ,MT,Butte
-114.302,45.682,Painted Rocks State Park,SP,406.542.5500,NH ND 25ft VT NW NS NR ,MT,Hamilton
-109.308,45.172,Palisades,NF,406.446.2103/406.657.6200,NH ND VT NW NS NR ,MT,
-112.169,46.443,Park Lake,NF,406.449.5490/406.449.5201,NH ND 25ft VT DW NS NR ,MT,Clancy
-109.404,45.062,Parkside,NF,406.446.2103/406.657.6200,NH ND 32ft VT DW NS RS PA L$ ,MT,Red Lodge
-115.308,48.725,Peck Gulch,NF,406.296.2536/406.293.6211,NH ND 32ft VT DW NS NR ,MT,Eureka
-115.767,48.831,Pete Creek,NF,406.295.4693/406.293.6211,NH ND 32ft VT DW NS NR ,MT,Troy
-113.644,48.058,Peters Creek,NF,406.758.5376/406.758.5200,NH ND 30ft VT NW NS NR ,MT,Hungry Horse
-113.288,46.206,Philipsburg Bay,NF,406.859.3211/406.683.3900,NH ND 32ft VT DW NS RS ,MT,Philipsburg
-112.4,45.801,Pigeon Creek,NF,406.287.3223/406.683.3900,NH ND VT DW NS NR ,MT,Butte
-110.525,45.498,Pine Creek,NF,406.222.1892/406.587.6701,NH ND 45ft VT DW NS RS PA ,MT,Livingston
-109.643,45.276,Pine Grove,NF,406.446.2103/406.657.6200,NH ND 30ft VT DW NS NR ,MT,Fishtail
-113.306,46.196,Piney,NF,406.859.3211/406.683.3900,NH ND 32ft NS NR ,MT,Philipsburg
-113.503,47.12,Placid Lake State Park,SP,406.677.6804,NH ND 25ft FT DW SH RS ,MT,Seeley Lake
-111.911,45.573,Potosi,NF,406.682.4253/406.683.3900,NH ND 22ft VT DW NS NR N$ ,MT,Harrison
-113.088,45.473,Price Creek,NF,406.683.3900/406.683.3900,NH 30ft VT DW NR ,MT,Dillon
-114.225,48.722,Quartz Creek - Glacier National Park,NP,406.888.7800,NH ND PT NW NS NR ,MT,Polebridge
-114.765,47.075,Quartz Flat,NF,406.822.4233/406.329.3750,NH DP 45ft VT DW NS NR L$ ,MT,Superior
-112.937,46.281,Racetrack,NF,406.859.3211/406.683.3900,NH ND 22ft VT DW NS NR N$ ,MT,Butte
-111.177,44.778,Rainbow Point,NF,406.832.6961/406.587.6701,E ND 40ft VT DW NS RS ,MT,West Yellowstone
-113.589,47.337,Rainy Lake,NF,406.677.2233/406.329.3750,NH ND VT NW NS NR ,MT,Seeley Lake
-109.32,45.09,Rattin,NF,406.446.2103/406.657.6200,NH ND 25ft VT DW NS RS PA L$ ,MT,Red Lodge
-111.241,45.173,Red Cliff,NF,406.522.2520/406.587.6701,E ND 50ft VT DW NS RS PA ,MT,Big Sky
-114.561,48.754,Red Meadow Lake,NF,406.387.3800/406.758.5200,NH ND 32ft NS NR ,MT,Columbia Falls
-106.147,45.569,Red Shale,NF,406.784.2344/406.657.6200,NH ND VT NW NS NR N$ ,MT,Ashland
-115.919,48.761,Red Top,NF,406.295.4693/406.293.6211,NH ND 32ft VT NW NS NR ,MT,Troy
-113.454,45.122,Reservoir Lake,NF,406.683.3900/406.683.3900,NH ND 16ft VT DW NS NR ,MT,Dillon
-115.159,48.901,Rexford Bench,NF,406.296.2536/406.293.6211,NH DP 32ft VT DW NS RS L$ ,MT,Eureka
-113.519,48.696,Rising Sun - Glacier National Park,NP,406.888.7800,NH DP 25ft NS NR ,MT,St Mary
-113.513,47.186,River Point  Complex,NF,406.677.2233/406.329.3750,NH ND 30ft VT DW NS NR ,MT,Seley Lake
-111.577,44.884,Riverview,NF,406.682.4253/406.683.3900,NH ND 30ft VT DW NS NR ,MT,Ennis
-115.011,48.824,Rock Lake,NF, ,NH ND 20ft VT NW NS NR N$ ,MT,Eureka
-115.313,48.652,Rocky Gorge,NF,406.296.2536/406.293.6211,NH ND 32ft VT DW NS NR ,MT,Eureka
-114.28,45.765,Rombo,NF,406.821.3269/406.363.7121,NH ND NS RS ,MT,Darby
-108.555,45.214,Sage Creek,NF,406.446.2103/406.657.6200,NH ND 30ft VT DW NS NR ,MT,Bridger
-113.399,47.094,Salmon Lake State Park,SP,406.677.6804,NH DP 25ft FT DW SH RS ,MT,Seeley Lake
-114.25,45.826,Sam Billings Memorial,NF,406.821.3269/406.363.7121,NH ND NW NS NR N$ ,MT,Darby
-114.495,46.151,Schumaker,NF,406.821.3913/406.363.7121,NH ND NS NR ,MT,Darby
-113.519,47.192,Seeley Lake  Complex,NF,406.677.2233/406.329.3750,NH ND 30ft VT DW NS NR ,MT,Seley Lake
-113.184,45.988,Seymour Creek,NF,406.832.3178/406.683.3900,NH ND 18ft VT DW NS NR N$ ,MT,Wise River
-109.307,45.102,Sheridan,NF,406.446.2103/406.657.6200,NH ND VT DW NS RS PA L$ ,MT,Red Lodge
-113.719,46.423,Siria,NF,406.329.3814/406.329.3750,NH ND NS NR ,MT,Philipsburg
-111.098,46.354,Skidway,NF,406.266.3425/406.449.5201,NH ND 35ft VT DW NS NR ,MT,Townsend
-114.282,45.698,Slate Creek,NF,406.821.3269/406.363.7121,NH ND VT NS NR ,MT,Darby
-115.026,47.235,Slowey,NF,406.822.4233/406.329.3750,NH ND 40ft VT DW NS NR ,MT,Superior
-110.549,45.289,Snowbank,NF,406.222.1892/406.587.6701,NH ND 35ft VT DW NS RS PA ,MT,Livingston
-109.912,45.024,Soda Butte,NF,406.848.7375/406.587.6701,NH ND 45ft VT DW NS NR ,MT,Cooke City
-112.888,47.501,South Fork,NF,406.466.5341/406.791.7701,NH ND 30ft VT DW NS NR ,MT,Augusta
-115.954,48.27,Spar Lake,NF,406.295.4693/406.293.6211,NH ND 32ft VT DW NS NR ,MT,Troy
-113.383,46.127,Spillway,NF,406.859.3211/406.683.3900,NH ND 22ft VT DW NS NR N$ ,MT,Philipsburg
-111.193,45.44,Spire Rock,NF,406.522.2520/406.587.6701,NH ND 50ft VT NW NS RS PA L$ ,MT,Big Sky
-113.528,47.926,Spotted Bear,NF,406.758.5376/406.758.5200,NH DP 32ft VT DW NS NR L$ ,MT,Hungry Horse
-113.884,48.607,Sprague Creek - Glacier National Park,NP,406.888.7800,NH ND FT DW NS NR ,MT,West Glacier
-110.467,46.586,Spring Creek,NF,406.632.4391/406.791.7701,NH ND 30ft VT DW NS NR ,MT,White Sulphur Springs
-114.022,45.859,Spring Gulch,NF,406.821.3201/406.363.7121,NH ND NS RS L$ ,MT,Sula
-113.165,46.171,Spring Hill,NF,406.859.3211/406.683.3900,NH ND 22ft VT DW NS RS ,MT,Anaconda
-113.608,46.349,Squaw Rock,NF, ,NH ND 32ft VT DW NS NR ,MT,
-113.446,48.751,St. Mary Lake - Glacier National Park,NP,406.888.7800,NH DP 35ft NS RS PA ,MT,St Mary
-113.344,45.601,Steel Creek,NF,406.689.3243/406.683.3900,NH ND 22ft VT DW NS NR ,MT,Dillon
-114.656,48.604,Stillwater Lake,NF,406.863.5400/406.758.5200,12ft PT NW NR ,MT,Whitefish
-113.351,48.319,Summit,NF,406.466.5341/406.791.7701,NH ND 30ft VT DW NS NR ,MT,East Glacier Park
-111.153,45.373,Swan Creek,NF,406.522.2520/406.587.6701,NH ND 45ft VT DW NS RS PA ,MT,Big Sky
-113.846,47.937,Swan Lake,NF,406.837.7500/406.758.5200,NH ND 50ft VT DW NS RS ,MT,Swan Lake
-115.136,48.968,Swisher Lake,NF,406.296.2536/406.293.6211,NH ND VT NS NR ,MT,Eureka
-115.278,47.916,Sylvan Lake,NF,406.293.7773/406.293.6211,NH ND 32ft VT NW NS NR ,MT,Kalispell
-114.585,48.413,Tally Lake,NF,406.863.5400/406.758.5200,NH DP 40ft VT DW NS RS ,MT,Whitefish
-110.585,47.476,Thain Creek,NF,406.566.2292/406.791.7701,NH ND 30ft VT DW NS NR ,MT,Great Falls
-115.389,47.616,Thompson Falls State Park,SP,406.752.5501,NH ND 30ft VT DW NS RS ,MT,Thompson Falls
-115.524,48.49,Timberlane,NF,406.293.7773,NH ND 32ft VT DW NS RS ,MT,Libby
-115.141,48.897,Tobacco River,NF,406.296.2536/406.293.6211,NH ND 20ft VT NW NS NR N$ ,MT,Eureka
-112.366,45.847,Toll Mountain,NF,406.287.3223/406.683.3900,NH ND 22ft VT NW NS NR ,MT,Butte
-111.063,45.129,Tom Miner,NF,406.848.7375/406.587.6701,NH ND 40ft VT DW NS NR ,MT,Gardiner
-106.799,45.102,Tongue River Reservoir State Park,SP,406.232.0900,E ND 45ft VT DW RS ,MT,Decker
-114.868,47.118,Trout Creek,NF,406.822.4233/406.329.3750,NH ND 30ft VT DW NS NR ,MT,Superior
-114.599,48.923,Tuchuck,NF,406.387.3800/406.758.5200,NH ND 22ft PT NW NS NR N$ ,MT,Columbia Falls
-113.688,45.412,Twin Lakes,NF,406.689.3243/406.683.3900,NH ND 25ft VT DW NS NR ,MT,Wisdom
-113.367,48.486,Two Medicine - Glacier National Park,NP,406.888.7800,NH DP 32ft NS NR ,MT,East Glacier Park
-114.249,46.068,Upper Como,NF,406.821.3913/406.363.7121,WE ND NS NR ,MT,Sula
-111.73,44.593,Upper Lake,NF, ,NH ND VT DW NS NR ,MT,West Yellowstone
-113.471,45.247,Van Houten,NF,406.689.3243/406.683.3900,NH ND VT NW NS NR ,MT,Jackson
-111.651,46.767,Vigilante,NF,406.449.5490/406.449.5201,NH ND 20ft PT DW NS NR ,MT,Helena
-111.567,44.807,Wade Lake,NF,406.682.4253/406.683.3900,NH ND 30ft VT DW NS NR ,MT,West Yellowstone
-114.039,45.843,Warm Springs,NF,406.821.3201/406.363.7121,NH ND NS RS L$ ,MT,Sula
-113.163,46.199,Warm Springs,NF,406.859.3211/406.683.3900,VT DW NR ,MT,Anaconda
-114.075,48.055,Wayfarers State Park,SP,406.837.4196,E DP 50ft FT DW SH RS ,MT,Bigfork
-110.307,45.548,West Boulder,NF,406.932.5155/406.587.6701,NH ND 20ft VT DW NS NR ,MT,Big Timber
-112.807,47.961,West Fork,NF,406.466.5341/406.791.7701,30ft VT DW NR ,MT,Choteau
-115.147,47.817,West Fork Fishtrap Creek,NF,406.826.3821/406.329.3750,NH ND 30ft VT DW NS NR ,MT,Thompson Falls
-111.58,44.887,West Fork Madison,NF,406.682.4253/406.683.3900,NH ND VT DW NS NR ,MT,West Yellowstone
-114.188,47.95,West Shore State Park,SP,406.844.3066,NH ND 40ft VT DW NS RS ,MT,Kalispell
-114.371,48.425,Whitefish Lake State Park,SP,406.862.3991,NH ND 35ft FT DW SH RS ,MT,Whitefish
-112.479,46.259,Whitehouse,NF,406.287.3223/406.683.3900,NH ND 22ft VT DW NS NR ,MT,Butte
-115.814,48.828,Whitetail,NF,406.295.4693/406.293.6211,NH ND 32ft VT DW NS NR ,MT,Troy
-110.503,46.682,Whitetail Camp,NF,406.632.4391/406.791.7701,NR ,MT,Martinsdale
-113.077,45.637,Willow,NF,406.832.3178/406.683.3900,NH ND 26ft VT DW NS NR ,MT,Dillon
-112.793,47.428,Wood Lake,NF,406.466.5341/406.791.7701,NH ND 30ft VT DW NS NR ,MT,Augusta
-109.897,45.352,Woodbine,NF,406.446.2103/406.657.6200,NH ND 30ft VT DW NS RS PA ,MT,Nye
-115.886,48.645,Yaak Falls,NF,406.295.4693/406.293.6211,NH ND 32ft VT NW NS NR N$ ,MT,Troy
-115.975,48.561,Yaak River,NF, ,NH ND 32ft VT DW NS RS L$ ,MT,Troy
-114.028,47.875,Yellow Bay State Park,SP,406.982.3034,NH ND 30ft FT DW NS NR ,MT,Poison
-122.51,42.882,Abbott Creek,NF,541.865.2700/541.618.2200,NH ND 20ft VT DW NS NR L$ ,OR,Prospect
-122.053,45.596,Ainsworth State Park,SP,503.695.2301,E DP 45ft DW SH NR L$ ,OR,Corbett
-124.102,44.069,Alder Dune,NF,541.563.3211/541.750.7000,NH ND 30ft NS RS PA ,OR,Florence
-122.061,45.084,Alder Flat,NF,503.630.6861/503.668.1700,NH ND NT NW NS NR N$ ,OR,Estacada
-121.91,44.178,Alder Springs,NF,541.822.3381/541.225.6300,NH ND NS NR ,OR,
-124.189,42.113,Alfred A Loeb State Park,SP,541.469.2021,NH DW SH RS L$ ,OR,Brookings
-121.628,44.528,Allen Springs,NF,541.549.7700/541.383.5300,NH ND NS NR ,OR,Sisters
-121.637,44.472,Allingham,NF,541.549.7700/541.383.5300,NH ND NS NR ,OR,Sisters
-121.705,45.32,Alpine,NF,503.622.3191/503.668.1700,NH ND NS NR ,OR,Government Camp
-120.392,44.001,Antelope Reservoir,NF,541.416.6449/541.416.6500,NH ND NS NR ,OR,Prineville
-118.227,44.962,Anthony Lake,NF,541.426.4476/541.523.6391,NR ,OR,Baker City
-118.233,44.958,Anthony Lakes Tent,NF,541.426.4476/541.523.6391,NH ND 22ft NS RS ,OR,Haines
-122.676,43.305,Apple Creek,NF,541.496.3532/541.957.3200,NH ND 22ft NS NR ,OR,North Umpqua
-123.806,44.021,Archie Knowles,NF,541.563.3211/541.750.7000,NR ,OR,Mapleton
-122.152,45.162,Armstrong,NF,503.630.6861/503.668.1700,NH ND NS RS ,OR,Estacada
-122.732,43.045,Ash Flat Forest Camp,NF,541.825.3100/541.957.3200,NR ,OR,Tiller
-122.214,42.384,Aspen Point,NF,541.885.3406/541.947.2151,NH DP NS RS PA ,OR,Klamath Falls
-121.558,45.303,Badger Lake,NF,541.467.2291/503.668.1700,NH ND NS NR L$ ,OR,Dufur
-121.613,45.217,Barlow Crossing,NF,541.352.6002/503.668.1700,NH ND NS NR L$ ,OR,Parkdale
-119.936,44.473,Barnhouse,NF,541.477.6901/541.416.6500,NH ND NS NR N$ ,OR,Paulina
-118.51,44.592,Bates State Park,SP,541.932.4453,NH FT DW NR ,OR,Bates
-118.751,45.185,Bear Wallow Creek,NF,541.427.3231/541.278.3716,NH NR ,OR,Pilot Rock
-122.367,42.304,Beaver Dam,NF,541.865.2700/541.618.2200,NH ND VT NW NS NR L$ ,OR,Butte Falls
-122.546,43.973,Bedrock,NF,541.782.2283/541.225.6300,NH ND NS NR ,OR,Lowell
-124.058,44.729,Beverly Beach State Park,SP,541.265.9278,WES DP DW SH RS ,OR,Newport
-118.616,44.183,Big Creek,NF,541.820.3800/541.575.3000,NH ND NS NR ,OR,Seneca
-123.722,44.544,Big Elk,NF,541.563.3211/541.750.7000,NR ,OR,Blodgett
-121.87,44.378,Big Lake,NF,541.822.3381/541.225.6300,NH ND NS RS ,OR,Sisters
-123.676,42.458,Big Pine,NF,541.471.6500/541.618.2200,NH ND VT DW NS NR N$ ,OR,Merlin
-122.598,43.966,Big Pool,NF,541.782.2283/541.225.6300,NH ND NS NR L$ ,OR,Fall Creek
-121.498,43.817,Big River,NF,541.383.4000/541.383.5300,NH ND NS RS ,OR,La Pine
-119.993,44.332,Big Spring,NF,541.477.6901/541.416.6500,NH ND NS NR ,OR,Paulina
-118.306,45.3,Bird Track Springs,NF,541.963.7186/541.523.6391,NH ND NS NR ,OR,La Grande
-122.566,43.807,Black Canyon,NF,541.782.2283/541.225.6300,NH ND 36ft NS RS PA ,OR,Oakridge
-123.835,44.371,Blackberry,NF,541.563.3211/541.750.7000,NH ND 32ft NS RS ,OR,Waldport
-116.873,45.158,Blackhorse,NF,541.426.4978/541.523.6391,NH ND NS NR ,OR,Joseph
-122.244,43.837,Blair Lake,NF,541.782.2283/541.225.6300,NH ND NS NR ,OR,Oakridge
-121.732,44.421,Blue Bay,NF,541.549.7700/541.383.5300,NH ND NS RS PA ,OR,Sisters
-122.298,43.709,Blue Pool,NF,541.782.2283/541.225.6300,NH ND NS NR ,OR,Oakridge
-124.262,43.451,Bluebill,NF,541.563.3211/541.750.7000,NH ND NS RS PA ,OR,North Bend
-122.799,43.325,Bogus Creek,NF,541.496.3532/541.957.3200,NH ND NS NR ,OR,Idleyld Park
-123.457,42.023,Bolan Lake,NF,541.471.6500/541.618.2200,NH ND NS NR ,OR,Cave Junction
-121.391,45.257,Bonney Crossing,NF,541.467.2291/503.668.1700,NH ND NS NR L$ ,OR,Dufur
-121.584,45.265,Bonney Meadows,NF,541.467.2291/503.668.1700,NH ND NS NR L$ ,OR,Dufur
-122.777,43.053,Boulder Creek,NF,541.825.3100/541.957.3200,NH ND 22ft NS NR ,OR,Tiller
-122.526,43.304,Boulder Flat,NF,541.496.3532/541.957.3200,NH ND NS NR ,OR,Idleyld Park
-117.558,45.472,Boundary,NF,541.426.4978/541.523.6391,NH ND NS NR ,OR,Enterprise
-121.64,43.393,Boundary Spring,NF,541.433.3200/541.383.5300,NH ND NS NR ,OR,Crescent
-121.989,44.781,Breitenbush,NF,503.854.3366/541.225.6300,NR ,OR,
-121.783,44.768,Breitenbush Lake,NF,503.630.6861/503.668.1700,NH ND NS NR ,OR,Detroit
